crash_id,county,region,highway_name,highway_class,intersection_rel,special_feature_1,special_feature_2,severity_level,visual_injured_num,fatal_num,suspected_serious_injured_num,non_incapacitated_injured_num,possibly_injured_num,crash_type,main_crash_type,latitude,longitude,year,date,time,number_of_vehicles,number_of_commercial_vehicles,work_zone,railroad_crossing,alcohol,drug,Alcohol or Drug,weather_condition,lighting_condition,road_condition,manner_of_collision,pedestrians_num,roadway_departure,cross_centerline,hit_and_run,emergency_vehicle_use,unit_type,vehicle_type,age,sex,driver_of_vehicle,injury_severity,person_condition,restraint_use,older_driver,teen_driver,Sleepy/Ill/Dizzy Driver,unsafe_unlaw_category,unsafe_unlaw_desc,Abnormal Traffic Control,Alcohol-DUI/DWI,Animal in Roadway,Apparently Sleepy,Avoiding Other Vehicle,Avoiding Pedestrian,Changed Lanes Unsafely,Deer in Roadway,Defect in Roadway,Disregarded Warning Signal,Domestic Animal in Roadway,Drug-DUI,Failed to Secure Load,Failed to Signal,Failed to Stop,Failed to Yield,Followed too Closely,Improper Backing,Improper Bicyclist Action,Improper Overtaking,Improper Parking,Improper Start From,Improper Turn,Improper Use of Lane,Distraction,Left of Center,No Improper Action by Driver,Object/Debris in Roadway,Other Improper Act/Movement,Pedestrian Action,Stopped in Traffic Lane,Speeding,Unsafe Vehicle,Wrong Way,Bad Weather,Bad Lighting,Bad Road Condition
170111207,Rogers,northern,SH-66,State Highway,0,75.0,0.0,non_incapacitating_injury,1.0,0,0.0,1.0,0.0,OTHER,OTHER,36.2600048,-95.6570881,2017,2017-01-07,22.45,1,0,N,       ,N,N,0,Clear,Dark / Unlighted,1.0,19,0,Roadway Departure Left,1,N,0.0,D,20.0,40.0,M,Y,3.0,Apparently Normal,4.0,0,0,0,Inattention,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
170190263,Rogers,northern,SH-266,State Highway,0,0.0,0.0,property_damage,0.0,0,0.0,0.0,0.0,OTHER,OTHER,36.2495136,-95.7333478,2017,2017-01-13,23.3,2,0,N,       ,N,N,0,Sleet/Hail/Freezing Rain,Dark / Unlighted,3.0,35,0,No Roadway Departure,0,N,2.0,D,4.0,42.0,M,Y,1.0,Apparently Normal,4.0,0,0,0,No Improper Action by Driver,No Improper Action by Driver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
170203159,Mayes,northern,US-69,US Route,0,0.0,0.0,non_incapacitating_injury,1.0,0,0.0,1.0,1.0,F-O TREE,FIXED-OBJECT,36.2894423,-95.3254696,2017,2017-01-02,20.33,1,0,N,       ,N,N,0,Cloudy,Dark / Unlighted,1.0,20,0,Roadway Departure Right,0,N,0.0,D,1.0,29.0,M,Y,3.0,Apparently Normal,1.0,0,0,0,Unsafe Speed,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
170203167,Tulsa,northern,US-169,US Route,1,0.0,0.0,possible_injury,0.0,0,0.0,0.0,2.0,ANGLE-TURNING,ANGLE-TURNING,36.2685495,-95.8479097,2017,2017-01-04,6.39,2,0,N,       ,N,N,0,Clear,Dark / Unlighted,1.0,6,0,No Roadway Departure,0,N,0.0,D,2.0,35.0,F,Y,2.0,Apparently Normal,4.0,0,0,0,Failed to Yield,From Stop Sign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
170203169,Tulsa,northern,,City Street,1,0.0,0.0,non_incapacitating_injury,1.0,0,0.0,1.0,0.0,REAR-END,REAR-END,36.2640899,-95.86621,2017,2017-01-05,17.51,2,0,N,       ,N,N,0,Clear,Dark / Unlighted,1.0,4,0,No Roadway Departure,0,N,0.0,D,20.0,32.0,F,Y,1.0,Apparently Normal,4.0,0,0,0,Inattention,Distraction from Outside Vehicle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
170203170,Tulsa,northern,,City Street,1,0.0,0.0,property_damage,0.0,0,0.0,0.0,0.0,ANGLE-TURNING,ANGLE-TURNING,36.3075531,-95.8121797,2017,2017-01-06,17.5,2,0,N,       ,N,N,0,Clear,Dark / Unlighted,1.0,13,0,No Roadway Departure,0,N,0.0,D,20.0,55.0,F,Y,1.0,Apparently Normal,4.0,0,0,0,Failed to Yield,From Stop Sign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
170232179,Rogers,northern,SH-66,State Highway,1,0.0,0.0,incapacitating_injury,2.0,0,1.0,1.0,0.0,RIGHT-ANGLE,RIGHT-ANGLE,36.5245224,-95.4376102,2017,2017-01-11,17.45,2,0,N,       ,N,N,0,Clear,Dark / Unlighted,1.0,1,0,Roadway Departure Left,0,N,0.0,D,2.0,85.0,M,Y,3.0,Apparently Normal,4.0,1,0,0,Failed to Yield,From Yield Sign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
170243764,Rogers,northern,SH-66,State Highway,0,0.0,0.0,property_damage,0.0,0,0.0,0.0,0.0,F-O GUARDRL-END,FIXED-OBJECT,36.254877,-95.6626332,2017,2017-01-16,24.0,1,0,N,       ,N,N,0,Clear,Dark / Unlighted,1.0,20,0,Roadway Departure Right,0,N,0.0,D,2.0,25.0,M,Y,1.0,Apparently Normal,4.0,0,0,0,Inattention,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
170263016,Tulsa,northern,US-169,US Route,1,21.0,0.0,property_damage,0.0,0,0.0,0.0,0.0,ANGLE-TURNING,ANGLE-TURNING,36.2641852,-95.8479244,2017,2017-01-18,17.3,2,0,N,       ,N,N,0,Clear,Dusk,1.0,7,0,Roadway Departure Left,0,N,0.0,D,20.0,45.0,F,Y,1.0,Apparently Normal,4.0,0,0,0,Failed to Yield,From Signal Light,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
170332783,Tulsa,tulsa,I-244,Interstate,0,32.0,0.0,property_damage,0.0,0,0.0,0.0,0.0,OTHER,OTHER,36.1623882,-95.8785639,2017,2017-01-19,22.04,1,0,N,       ,N,N,0,Clear,Dark / Unlighted,1.0,20,0,Roadway Departure Right,0,N,0.0,D,15.0,21.0,M,Y,1.0,Apparently Normal,7.0,0,0,0,Failed to Yield,To Emergency Vehicles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
170332786,Tulsa,northern,US-169,US Route,0,0.0,0.0,property_damage,0.0,0,0.0,0.0,0.0,REAR-END,REAR-END,36.3111764,-95.8210483,2017,2017-01-24,6.44,2,0,N,       ,N,N,0,Clear,Dark / Unlighted,1.0,3,0,No Roadway Departure,0,N,0.0,D,2.0,24.0,M,Y,1.0,Apparently Normal,4.0,0,0,0,Stopped in Traffic Lane,Stopped in Traffic Lane,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
170332788,Tulsa,northern,SH-20,State Highway,1,0.0,0.0,property_damage,0.0,0,0.0,0.0,0.0,REAR-END,REAR-END,36.3220201,-95.8194954,2017,2017-01-24,6.48,2,0,N,       ,N,N,0,Clear,Dawn,1.0,2,0,No Roadway Departure,0,N,0.0,D,14.0,46.0,F,Y,1.0,Apparently Normal,4.0,0,0,0,Followed too Closely,Human Element,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
170394389,Tulsa,northern,,City Street,1,0.0,0.0,property_damage,0.0,0,0.0,0.0,0.0,SIDESWIPE-SAME,SIDESWIPE-SAME,36.322084,-95.8241072,2017,2017-01-27,17.31,2,0,N,       ,N,N,0,Clear,Dusk,1.0,38,0,No Roadway Departure,0,N,0.0,D,2.0,60.0,M,Y,1.0,Apparently Normal,4.0,0,0,0,Improper Overtaking,Without Sufficient Clearance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
170394390,Tulsa,northern,,City Street,1,0.0,0.0,non_incapacitating_injury,1.0,0,0.0,1.0,0.0,RIGHT-ANGLE,RIGHT-ANGLE,36.3075533,-95.8301724,2017,2017-01-28,20.15,2,0,N,       ,N,N,0,Clear,Dark / Unlighted,1.0,1,0,No Roadway Departure,0,N,0.0,D,4.0,64.0,M,Y,1.0,Apparently Normal,4.0,0,0,0,Failed to Stop,For Stop Sign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
